ROUTE,DIR,MILES,LOCATION,REGION,OBJECTID,SURFACE_TY,SURF_AREA,YR_OVL,YR_SURF,OCI_12,OCI_11,OCI_10,OCI_09,OCI_08,OCI_07,OCI_06,OCI_05,OCI_04,RIDE_12,RIDE_11,RIDE_10,RIDE_09,RIDE_08,RIDE_07,RIDE_06,RIDE_05,RIDE_04,RUT_12,RUT_11,RUT_10,RUT_09,RUT_08,RUT_07,RUT_06,RUT_05,RUT_04,ENV_12,ENV_11,ENV_10,ENV_09,ENV_08,ENV_07,ENV_06,ENV_05,ENV_04,WPCK_12,WPCK_11,WPCK_10,WPCK_09,WPCK_08,WPCK_07,WPCK_06,WPCK_05,WPCK_04,JTSP_12,JTSP_11,JTSP_10,JTSP_09,JTSP_08,JTSP_07,JTSP_06,JTSP_05,JTSP_04,FALT_12,FALT_11,FALT_10,FALT_09,FALT_08,FALT_07,FALT_06,FALT_05,SLAB_12,CONK_06,CONK_05,CONK_04,FROM_,TO_,FALT_04,SLAB_11,SLAB_10,SLAB_09,SLAB_08,SLAB_07,SQ_YARD,SHAPE_Length,OID_,BMP,EMP,LEVEL_2013,LEVEL_2012,L_CHGE_201,NHS,AADT_2011,COMBOS,Shape_Leng,id,delta_t
0006P,Both,6,Grassy Trail Creek to Icelander,4,4,Asphalt,20.8885,2005,2005,85.5001,88.89613,86.22559,91.09703,86.88256,87.3,94.84167,95.61667,91.55833,84.46667,87.7548,85.51987,87.72667,86.49852,85.36667,91.53333,94.63333,76.23333,62.41667,71.30967,66.96183,77.03333,61.4,73.83333,87.83333,87.83333,100,97.77252,97.07667,95.15637,99.84279,99.63173,90,100,100,90,97.34454,99.44341,97.26428,99.78534,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,262,,,,,,,147055.04,12541.8505864611,135,256,262,Level 1,Level 1,No,Yes,4601,1377,12541.8498713,0006P-Both-4,0
0006P,Both,6,MP 7 to MP 13,4,317,Asphalt,14.5,2002,2010,89.42229,84.44142,77.04013,77.1079,86.81139,79.50461,85.58241,83.58367,84.87845,73.72667,72.50667,75.45333,73.84516,75.22115,66.17636,79.86391,76.85956,77.85851,88,87.06667,83.41667,85.75837,82.33333,86.65973,92.46574,87.47511,92.45126,97.31587,79.45228,62.18166,60.88159,91.19476,70,70,70,70,98.64662,98.74008,87.10885,87.94647,98.49631,95.18236,100,100,99.20404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,,,,,,,102080,12421.4988558578,41,7,13,Level 2,Level 2,No,Yes,330,33,12421.4988559,0006P-Both-317,8
0006P,Both,6.55,Emma Park Rd to MP 228.3,4,10,Asphalt,33.097,2006,2006,84.56012,81.29077,86.79717,87.69241,87.53631,85.95956,95.39695,94.87736,98.4977,84.13435,84.20461,85.44452,86.38293,86.03777,89.14803,91.76981,92.19598,93.9908,77.79313,73.86687,82.06977,82.62257,76.50718,86.12864,90.10084,89.19895,100,85.93328,76.25368,82.48207,86.87197,87.65861,70,99.85496,99.56489,100,90.3797,90.8379,97.19231,94.89218,99.9417,98.56157,99.8622,98.54962,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221.75,228.3,,,,,,,233002.88,13782.7254505535,33,221.75,228.3,Level 1,Level 1,No,Yes,6270,1379,13782.7254506,0006P-Both-10,0
0006P,Both,7,Nevada State Line to MP 7,4,98,Asphalt,17.63,2002,2010,86.49432,79.73463,77.386,77.1079,86.81139,79.50461,85.58241,83.58367,84.87845,64.49714,65.30857,67.32571,73.84516,75.22115,66.17636,79.86391,76.85956,77.85851,84.82857,81.51429,82.77143,85.75837,82.33333,86.65973,92.46574,87.47511,92.45126,97.99197,75.29922,69.77548,60.88159,91.19476,70,70,70,70,98.65959,96.81645,89.67138,87.94647,98.49631,95.18236,100,100,99.20404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,,,,,,124115.2,14496.3254937771,4,0,7,Level 2,Level 2,No,Yes,330,33,14496.3254938,0006P-Both-98,8
0006P,Both,7.1,Tucker to Soldier Summit,4,7,Asphalt,32.05,2012,2012,51.85471,54.60725,48.57392,58.37975,87.71046,78.37121,81.41534,83.87446,93.4022,85.81408,81.11859,84.46438,84.60274,87.52816,87.94421,91.63908,94.34456,93.9662,76.92958,77.88521,77.57877,78.77123,75.3,84.21705,88.35036,83.65159,100,44.67518,32.51358,32.25252,28.95981,88.87505,70,50,100,90,0,26.91162,0,41.18524,99.13863,71.32356,95.67193,57.50171,89.6426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.2,211.3,,,,,,,225632,14889.4845121958,46,204.2,211.3,Level 1,Level 1,No,Yes,7148,2055,14889.4845122,0006P-Both-7,0
0006P,Both,8.2,MP 22.8 to MP 31,4,20,Asphalt,19.82,2002,2010,87.77998,80.84208,62.9603,77.1079,86.81139,79.50461,85.58241,83.58367,84.87845,68.45854,63.87805,67.01951,73.84516,75.22115,66.17636,79.86391,76.85956,77.85851,83.76829,82.21707,85.64634,85.75837,82.33333,86.65973,92.46574,87.47511,92.45126,99.53883,83.48614,26.64594,60.88159,91.19476,70,70,70,70,99.35425,93.78707,72.52941,87.94647,98.49631,95.18236,100,100,99.20404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,31,,,,,,,139532.8,17019.8892896366,142,22.8,31,Level 2,Level 2,No,Yes,330,33,17019.8892896,0006P-Both-20,8
0006P,Both,8.78,MP 131 to Eureka W City Limits McChrystal St,3,168,Asphalt,19.03,1954,2007,85.41415,72.72128,75.03573,78.48188,85.38038,72.83663,78.79289,84.03756,80.66895,71.78679,70.31526,76.1221,75.03866,77.10928,59.4435,76.48985,78.03668,79.26812,89.07608,83.6697,89.94442,84.38221,86.36492,81.90304,88.95387,85.83566,91.12978,86.25894,50.13848,44.97295,61.90143,83.61308,50,50,72.2779,52.2779,94.53479,86.76169,89.10345,92.6052,94.43424,100,99.72785,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,139.78,,,,,,,133971.2,18461.6322338322,278,131,139.78,Level 2,Level 2,No,No,620,108,18461.6322338,0006P-Both-168,53
0006P,Both,8.9,Juab Co Line to SR-68,3,270,Asphalt,24.25,1950,2004,93.38844,76.21972,80.9466,86.22205,89.77995,80.77939,93.89451,97.1573,97.88487,86.09888,89.05924,88.37393,90.65618,88.29438,84.83146,94.26517,94.31461,94.82472,90.53483,90.68809,93.13708,92.57753,88.86667,90.10112,95.20225,94.31461,96.88764,96.99098,44.83883,50.92716,65.96864,86.77222,50,90,100,100,99.92907,80.2927,91.34821,95.68586,95.18652,98.18496,96.11063,100,99.82714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,149.9,,,,,,,170720,18713.6492400527,91,141,149.9,Level 1,Level 2,Yes,No,1360,81,18713.6492401,0006P-Both-270,54
0006P,Both,9.1,SR-68 Elberta to W Santaquin,3,157,Asphalt,24.44,1927,2004,81.14018,80.64661,69.61574,82.45329,85.676,75.93639,81.64121,93.0989,93.98242,72.56264,72.11429,74.76044,74.62418,77.52308,68.63736,82.31209,82.65934,84.2044,84.56484,81.34066,82.74505,81.98901,71.1,85.61538,94.25275,89.73626,91.72527,75.82938,74.45747,38.28854,81.41239,94.08092,50,50,100,100,91.60388,94.67402,82.66891,91.78759,100,99.49281,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.9,159,,,,,,,172057.6,19100.0425676009,231,149.9,159,Level 1,Level 1,No,No,2973,321,19100.0425676,0006P-Both-157,77
0006P,Both,9.8,MP 13 to MP 22.8,4,173,Asphalt,23.68,2002,2010,88.54319,83.23794,71.41659,77.1079,86.81139,79.50461,85.58241,83.58367,84.87845,72.55102,71.01224,72.18367,73.84516,75.22115,66.17636,79.86391,76.85956,77.85851,83.36735,84.27755,82.04082,85.75837,82.33333,86.65973,92.46574,87.47511,92.45126,98.59662,84.91522,53.19639,60.88159,91.19476,70,70,70,70,99.65777,92.74673,78.24546,87.94647,98.49631,95.18236,100,100,99.20404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22.8,,,,,,,166707.2,20267.1340582352,137,13,22.8,Level 2,Level 2,No,Yes,330,33,20267.1340582,0006P-Both-173,8
0006P,Both,9.817,Sub-Station to I-70,4,49,Asphalt,32.24,1969,2006,87.74132,76.00973,85.1951,89.12547,86.74889,91.26828,80.04339,93.02098,93.26526,83.45482,81.79538,82.98136,82.31969,83.54999,81.45482,84.35691,88.76761,73.06104,83.65425,86.24612,85.74149,86.84183,68.2,83.61832,85.81664,84.88347,100,86.88623,71.17924,74.31122,89.58175,95.45333,100,50,100,100,96.96997,64.81818,97.74632,97.75862,99.79223,100,100,98.43286,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.542,300.359,,,,,,,226969.6,20379.7847140789,265,290.542,300.359,Level 1,Level 1,No,Yes,4205,1051,20379.7847141,0006P-Both-49,37
0006P,Both,9.971,MP 31 to MP 41,4,281,Asphalt,16.87,2002,2010,90.30691,84.70513,76.40213,77.1079,86.81139,79.50461,85.58241,83.58367,84.87845,77.72316,77.1588,77.9574,73.84516,75.22115,66.17636,79.86391,76.85956,77.85851,87.18634,84.61934,89.54797,85.75837,82.33333,86.65973,92.46574,87.47511,92.45126,98.27593,79.94578,51.82953,60.88159,91.19476,70,70,70,70,98.04222,97.0966,86.27361,87.94647,98.49631,95.18236,100,100,99.20404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,40.971,,,,,,,118764.8,20659.7622442367,178,31,40.971,Level 2,Level 2,No,Yes,330,32,20659.7622442,0006P-Both-281,8
0006P,Both,15.74,Champlin Pt Rd to MP 131,3,177,Asphalt,40.83,1995,2010,82.6676,83.16674,73.1984,77.69579,84.27492,74.63763,78.8626,89.40179,86.07139,67.77992,69.25642,72.14028,75.43943,74.84664,65.06189,79.24492,80.49008,81.70609,80.95731,77.16048,81.3322,83.64182,75.2,83.48865,88.59498,87.11708,92.57945,83.16472,87.21817,48.01984,68.69268,90.54705,50,50,90,70,98.76846,99.03189,91.30129,83.00926,96.506,100,97.61051,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.26,131,,,,,,,287443.2,33001.0171151227,69,115.26,131,Level 2,Level 2,No,No,592,119,33001.0171151,0006P-Both-177,15
0006P,Both,18.11,Delta to Juab Co Line,4,307,Asphalt,45.28,1981,2012,89.14937,79.37133,71.23128,79.91285,85.13611,84.42319,84.66506,87.58568,91.28857,75.64095,72.59521,72.58863,78.81817,76.35354,74.43907,82.37917,80.11788,85.38449,81.35122,80.84278,84.38024,82.00369,73.9,80.55351,86.28106,80.22485,90.67874,99.64936,68.26045,41.23833,64.38782,90.81438,90,70,90,90,99.95595,95.78686,86.71794,94.44171,99.47653,92.7002,100,100,99.09102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.402,107.512,,,,,,,318771.2,37829.2072160774,306,89.402,107.512,Level 1,Level 1,No,No,2189,390,37829.2072161,0006P-Both-307,31
0006P,Both,24,Antelope Springs Rd to MP 70,4,366,Asphalt,56.24,1982,2006,87.27044,76.30968,84.81454,80.05027,87.11916,84.32217,90.38189,87.72377,83.40546,72.33,75.51767,73.69677,77.11094,76.10891,69.62332,79.46242,76.58693,79.63914,84.3625,81.01208,86.13167,83.50641,81.46667,80.05333,82.06516,74.30816,85.49595,93.87613,55.11239,81.59262,65.76324,91.48101,90,100,100,70,98.51313,93.59659,97.83709,93.82049,99.42007,97.61202,100,100,98.48676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,70,,,,,,,395929.6,49799.3123318232,209,46,70,Level 2,Level 2,No,Yes,340,112,49795.1646749,0006P-Both-366,24
0007P,Both,7.123,I-15 to Temp End Southern Corridor Sections 1 & 2,4,29,Asphalt,45.11,2010,2010,93.09334,91.51901,84.69736,0,0,0,0,0,0,87.29322,91.82132,88.01473,0,0,0,0,0,0,85.24723,84.02513,84.36486,0,0,0,0,0,0,99.89497,96.77135,67.30337,0,0,0,0,0,0,99.93796,93.45824,99.10648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.123,,,,,,,317574.4,14325.9481089924,323,0,7.123,Level 1,Level 1,No,Yes,705,35,14325.948109,0007P-Both-29,0
0008P,Both,1.303,Sunset Blvd,4,385,Asphalt,16,1980,2009,77.2298,78.4615,87.89954,86.98755,63.17024,70.37727,84.59894,69.98855,69.85975,75.90769,79.04615,83.73333,71.78462,35.24322,25.86953,52.11665,52.78127,65.42794,81.23331,86.99616,88.6769,86.84421,67.7,85.63955,86.2791,82.65477,93.08135,74.89525,59.69464,86.28992,93.16011,54.54545,70,100,50,50,76.88294,88.10904,92.89803,96.16125,95.19231,100,100,94.51814,70.92972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.303,,,,,,,112640,2647.37212347194,109,0,1.303,Level 1,Level 1,No,No,26608,1330,2647.37212347,0008P-Both-385,29
0009P,Both,0.754,Arch Bridge,4,50,Asphalt,3.494,2004,2005,91.23321,86.38286,90.83176,90.41801,88.29894,92.03457,75.86029,94.40522,93.57812,83.22122,83.54377,85.6435,85.77613,82.407,82.30716,85.00424,87.20531,80.98355,85.74589,81.16533,83.51751,82.36744,81,85.83112,86.24668,90.41556,93.32891,97.07536,81.65464,94.63572,96.6189,91.18506,100,50,100,100,98.89039,99.16769,99.5303,96.90956,98.60371,100,82.19022,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.624,11.378,,,,,,,24597.76,1524.2585836222,303,10.624,11.378,Level 1,Level 1,No,Yes,14697,587,1526.28937422,0009P-Both-50,1
0009P,Both,1.08,300 S to 500 N in Laverkin,4,301,Asphalt,5.568,1980,2005,78.92829,70.05448,84.21527,82.4058,88.85973,89.97323,91.0164,92.27827,90.6731,75.58444,65.88667,76.67818,69.42741,75.53894,75.2463,78.71222,81.99074,72.08593,82.80056,74.6613,86.49537,79.39111,79.9,84.6466,85.3534,88.93981,90.60648,88.93402,86.85354,84.93595,96.44165,100,100,100,100,100,68.39416,52.81641,88.75157,84.36305,100,100,100,98.18254,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.378,12.458,,,,,,,39198.72,2192.00087972926,94,11.378,12.458,Level 1,Level 1,No,Yes,11685,467,2189.9700896,0009P-Both-301,25
0009P,Both,1.533,Hurricane,4,274,Asphalt,18.35,2010,2010,71.32185,73.31426,73.20993,76.20088,80.5773,74.83157,69.31177,73.50965,74.71451,73.82622,80.56334,81.00429,69.73464,62.35671,68.68963,74.03131,79.38904,78.89863,85.81761,85.50773,77.78943,85.3532,69.6,80.63666,84.46575,83.17939,88.48924,82.98232,67.55007,52.20689,62.48764,92.53593,50,50,50,50,42.66123,59.63591,81.83908,87.22806,97.81657,100,68.75,81.47016,81.47016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.091,10.624,,,,,,,129184,3101.30717315043,159,9.091,10.624,Level 1,Level 1,No,Yes,21847,873,3099.28914124,0009P-Both-274,0
0009P,Both,3.675,Mineral Springs  Rd to SR-89,4,190,Asphalt,9.6,1963,2012,78.05075,75.31249,76.15815,82.99267,85.96125,78.30635,83.01429,77.11937,86.89952,64.41088,60.7873,63.69778,62.51937,64.89981,64.6,64.15238,38.23937,70.10603,79.89524,73.90222,83.88063,77.57651,82.93333,78.6254,77.90476,80.2381,87.49206,82.05525,72.86714,65.35247,92.51293,96.1927,70,90,90,90,85.84162,93.69328,91.70171,99.36187,99.81915,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.4,57.075,,,,,,,67584,7447.76046599843,213,53.4,57.075,Level 2,Level 2,No,Yes,955,105,7447.760466,0009P-Both-190,49
0009P,Both,4.2,Ranch Rd to Mineral Spring Rd,4,142,Asphalt,10.77,1963,2011,85.87735,75.31249,76.15815,82.99267,85.96125,78.30635,83.01429,77.11937,86.89952,64.50476,60.7873,63.69778,62.51937,64.89981,64.6,64.15238,38.23937,70.10603,83.20476,73.90222,83.88063,77.57651,82.93333,78.6254,77.90476,80.2381,87.49206,95.98966,72.86714,65.35247,92.51293,96.1927,70,90,90,90,99.81023,93.69328,91.70171,99.36187,99.81915,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.2,53.4,,,,,,,75820.8,8519.23616883654,74,49.2,53.4,Level 2,Level 2,No,Yes,955,105,8519.23616884,0009P-Both-142,48
0009P,Both,4.429,From Zion NP to Ranch Rd,4,97,Asphalt,23.4883,1968,2007,89.59527,87.76749,86.37311,88.0096,87.55041,88.59342,81.28602,65.88092,79.86924,71.4,75.60117,71.63305,73.84656,72.23391,75.57394,75.42813,34.90391,79.61897,89.55859,86.46625,90.24498,87.83292,83.26667,78.79973,79.71596,78.61978,89.85798,97.63454,91.67082,86.22026,94.18776,94.70107,100,70,50,50,99.78797,97.33174,97.39416,96.17118,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.771,49.2,,,,,,,165357.632,8972.45172420222,285,44.771,49.2,Level 2,Level 2,No,Yes,955,105,8972.4517242,0009P-Both-97,39
0009P,Both,5.845,Rockville to Zion NP,4,32,Asphalt,16.29,1978,2010,76.25592,65.48357,56.016,58.97799,79.18193,65.98372,64.34957,74.9312,75.62951,51.80147,45.79038,53.5447,45.37964,55.43056,52.38221,53.49074,60.16253,60.78176,78.2232,70.13131,78.15259,75.90991,75.2,75.60622,78.06615,79.10023,83.07015,82.29219,62.73315,29.70657,48.06595,90.85336,50,50,70,70,92.70682,83.27943,62.66012,66.55645,95.2438,85.94647,75.84138,90.46206,88.66614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.817,32.662,,,,,,,114681.6,11820.2179583303,163,26.817,32.662,Level 1,Level 1,No,Yes,2390,66,11820.2179583,0009P-Both-32,32
0009P,Both,6.342,LaVerkin to Virgin,4,405,Asphalt,22.08,1977,2012,80.27146,70.28604,68.84295,73.67903,81.55408,83.75894,82.44283,85.69613,86.89339,55.43955,58.20284,57.93087,60.72772,60.91606,64.66162,65.04825,69.00858,71.49051,76.42822,75.66487,75.8731,79.14465,74.4,83.64901,85.39672,87.08136,91.54115,93.96448,60.75965,56.28827,71.97878,92.34301,90,90,90,90,95.2536,86.5168,85.27954,82.86497,98.55724,96.72513,89.32635,96.69456,94.54188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.458,18.8,,,,,,,155443.2,12829.6112662181,234,12.458,18.8,Level 1,Level 1,No,Yes,2988,148,12829.6112662,0009P-Both-405,35
0009P,Both,8.017,Virgin to Rockville,4,193,Asphalt,36.01,1977,2012,74.43069,68.47386,66.6622,73.99097,86.31678,78.79417,78.02168,88.36555,91.44465,75.26102,77.16872,75.74807,78.61017,78.99138,81.4601,78.87082,84.37146,86.03525,76.95664,76.91711,79.38108,79.33516,74.4,84.15392,86.73993,88.92092,93.31795,70.02104,38.69889,30.05568,53.81238,93.12049,70,70,90,90,75.48405,81.11072,81.46396,84.20617,98.75525,79.56266,76.47595,90.16983,96.42538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,26.817,,,,,,,253510.4,16206.2887167704,27,18.8,26.817,Level 1,Level 1,No,Yes,2130,106,16206.2887168,0009P-Both-193,35
0010P,Both,0.957,Cottonwood Wash to Castle Dale,4,192,Asphalt,5.551,1972,2011,71.06165,68.95288,70.49792,74.53048,86.81093,89.06792,89.46536,74.49548,93.64469,58.63866,73.99206,64.84013,74.22529,76.46088,74.74608,75.14984,73.96364,75.16552,82.77116,84.92372,88.76322,85.07628,84.9,81.5256,82.7116,77.8558,100,82.39642,49.40986,51.31753,60.19863,85.88286,100,100,70,100,60.44035,67.48587,77.07081,78.62172,100,100,100,76.16249,99.41323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.635,38.592,,,,,,,39079.04,1988.3005683645,203,37.635,38.592,Level 1,Level 1,No,Yes,5488,1277,1988.30056836,0010P-Both-192,39
0010P,Both,1.157,Ferron S City Limits to 3rd N,4,258,Asphalt,5.96,1968,2011,82.67785,66.19671,71.66324,75.84308,89.99586,91.30922,73.30204,91.07147,95.04782,74.54976,71.7735,74.07096,75.15835,79.57579,76.37767,66.85525,77.35835,80.19127,76.83794,80.20434,85.44626,82.85808,82.3,88.85922,82.79709,86.92751,100,88.2716,49.38367,45.41037,68.02908,98.10765,100,50,100,100,91.05208,63.42531,81.72536,77.32679,100,100,93.55584,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.145,27.302,,,,,,,41958.4,2409.33941578946,344,26.145,27.302,Level 1,Level 1,No,Yes,3667,1743,2409.33941579,0010P-Both-258,43
0010P,Both,1.246,Huntington Main Street,4,365,Asphalt,8,2011,2011,90.16922,52.2611,64.02252,54.4536,78.66963,91.22841,93.12576,93.96297,96.20795,81.139,55.83333,75.18395,66.83724,73.15435,74.91364,80.31364,85.18523,84.83178,84.14382,75.87084,81.73194,79.98551,70.5,90,92.18941,90.66667,100,97.25683,57.84203,52.57357,53.25842,92.86809,100,100,100,100,98.13722,19.49821,46.60062,17.73323,78.1561,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.554,47.8,,,,,,,56320,2603.2874387576,255,46.554,47.8,Level 1,Level 1,No,Yes,6623,1313,2603.28743876,0010P-Both-365,0
0010P,Both,1.269,MP 64.4 to Ridge Rd,4,380,Asphalt,5.1,1971,2009,94.53635,85.64314,80.85559,68.55662,74.27415,84.58555,81.00364,76.41881,91.14287,90.24523,91.4093,88.00126,70.22609,71.48342,68.74286,73.81973,77.07983,77.64304,88.26375,78.9238,74.63058,70.86688,55.01592,77.26152,79.4561,78.37665,100,99.63644,75.18765,62.4494,56.27191,71.54084,94.47597,81.04807,58.95193,90,100,97.05182,98.34114,76.86159,99.05643,97.86185,89.69067,91.26685,96.92843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.432,65.701,,,,,,,35904,2653.68423412598,242,64.432,65.701,Level 1,Level 1,No,Yes,9235,923,2653.68423413,0010P-Both-380,38
0010P,Both,1.508,MP 67.3 to SR-55 100 N Price,4,306,Asphalt,8.4,1978,2009,92.71289,87.67766,81.99424,58.32522,75.80081,89.47299,88.42613,80.61778,90.87842,82.47215,85.3878,83.82759,64.34853,65.73242,70.75491,75.34377,78.39576,77.78621,90.10424,87.66101,89.5191,76.43183,74,87.13705,88.36074,88.41556,100,98.69107,79.17695,79.46478,44.16181,77.2778,100,90,70,100,99.58408,98.48488,75.16549,48.35872,86.19303,100,100,85.65981,85.72745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.308,68.816,,,,,,,59136,3166.00600121644,173,67.308,68.816,Level 1,Level 1,No,Yes,9861,992,3151.42527028,0010P-Both-306,31
0010P,Both,1.607,4-Mile Hill to Price,4,249,Asphalt,6.81,2011,2011,93.35504,60.81909,61.95193,65.59815,68.46741,81.97565,84.63018,73.49103,90.00341,85.04916,65.36503,63.7033,68.33276,65.87231,64.54038,70.38094,74.77435,75.574,88.60342,71.77007,70.40734,68.83397,49.6,74.44541,78.1398,75.86222,100,99.93455,30.10638,61.01086,48.44327,58.97012,90,90,50,90,99.83304,76.0349,52.68624,76.78259,99.4272,98.91681,100,93.32756,94.43963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.701,67.308,,,,,,,47942.4,3360.18948366839,36,65.701,67.308,Level 1,Level 1,No,Yes,9211,921,3360.18948367,0010P-Both-249,0
0010P,Both,1.666,Stake Farm Rd to MP 64.4,4,194,Asphalt,5.57,2011,2011,94.46867,75.0507,70.70265,72.20783,81.44058,87.80657,76.52793,80.03215,92.54914,92.40288,81.93661,81.12845,72.56276,78.40841,73.92937,78.06372,79.92514,80.19655,87.98367,84.14526,83.91333,73.37582,61.7,80.73704,81.08061,81.47985,100,97.88203,51.43016,43.24065,65.93366,87.05505,100,70,70,90,99.60609,82.69078,74.52818,76.95908,98.59885,96.55987,76.96737,88.72361,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.766,64.432,,,,,,,39212.8,3477.99925036762,102,62.766,64.432,Level 1,Level 1,No,Yes,7352,735,3477.99925037,0010P-Both-194,0
0010P,Both,1.96,MP 32 to MP 34,4,376,Asphalt,6.88,1983,2010,96.4972,85.41689,69.91283,83.46289,84.65131,89.65473,69.7347,76.55805,79.36753,99.22857,97.13878,71.21224,75.42468,76.4926,76.34159,71.80442,78.0741,68.00367,87.21633,90.40204,80.17755,82.09454,65.2,82.27731,80.2052,81.77081,100,99.54874,54.51113,53.69695,80.22829,96.95694,100,50,50,50,99.99517,99.61562,74.56456,96.10405,99.95568,100,76.92919,96.38728,99.46643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.04,34,,,,,,,48435.2,4073.5239469315,272,32.04,34,Level 1,Level 1,No,Yes,4320,1512,4073.52394693,0010P-Both-376,27
0010P,Both,2.408,Castle Dale to SR-29,4,272,Asphalt,8.633,1986,2007,91.94302,87.66395,84.91721,88.41504,90.50465,92.85721,91.52176,94.20588,97.76735,89.07508,85.52558,86.23882,85.01118,86.33671,85.47882,87.29588,91.13824,91.06941,86.98671,83.75415,89.04004,82.315,75.8,85.95,88.79118,85.68529,100,93.82131,86.59935,76.62443,89.31607,99.88191,100,90,100,100,97.88898,94.77671,87.76553,97.01793,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.592,41,,,,,,,60776.32,5018.11403122005,331,38.592,41,Level 1,Level 1,No,Yes,4530,860,5018.11403122,0010P-Both-272,21
0010P,Both,2.53,MP 10.3 to 200 E Emery,4,147,Asphalt,6.96,2001,2006,90.48196,88.16661,81.74043,91.72377,90.84367,61.84598,92.15801,95.29311,94.23553,79.41818,87.47668,85.14308,87.61744,87.26782,86.76581,88.93088,90.20689,86.9421,83.04229,86.69249,83.22688,88.85432,77.6,90.61812,91.74863,90.96554,100,99.58902,83.6963,71.53006,93.74066,98.50687,70,100,100,90,99.87835,94.80098,87.06171,96.68267,100,0,87.95253,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,12.83,,,,,,,48998.4,5241.35418237041,289,10.3,12.83,Level 1,Level 1,No,Yes,1855,1035,5241.35418237,0010P-Both-147,5
